0.762,0.728,0.808,0.794,0.800,0.719,0.732,0.834,0.852,0.844
0.775,0.385,0.800,0.770,0.695,0.709,0.612,0.719,0.656,0.728
0.000,0.215,0.147,0.214,0.267,0.219,0.096,0.252,0.267,0.242
0.000,0.179,0.197,0.194,0.205,0.218,0.014,0.288,0.340,0.271
0.000,0.199,0.181,0.172,0.168,0.199,0.088,0.244,0.220,0.273
0.149,0.000,0.115,0.015,0.000,0.760,0.180,0.760,0.648,0.648
0.507,0.040,0.711,0.333,0.360,0.960,0.268,0.773,0.960,0.727
0.333,0.000,0.144,0.180,0.160,0.893,0.349,0.893,0.867,0.960
0.516,0.000,0.699,0.701,0.660,0.642,0.627,0.628,0.625,0.632
0.243,0.000,0.583,0.524,0.563,0.604,0.490,0.634,0.626,0.630
0.000,0.165,0.152,0.068,0.158,0.189,0.168,0.216,0.189,0.190
0.167,0.200,0.441,0.428,0.541,0.237,0.000,0.257,0.300,0.257
0.149,0.200,0.333,0.200,0.348,0.768,0.140,0.634,0.457,0.768
0.759,0.238,0.811,0.832,0.778,0.772,0.809,0.775,0.738,0.800
0.822,0.207,0.796,0.787,0.775,0.802,0.769,0.816,0.812,0.837
0.919,0.912,0.912,0.903,0.899,0.719,0.615,0.889,0.840,0.795
0.533,0.421,0.548,0.550,0.568,0.493,0.347,0.419,0.419,0.419
0.629,0.000,0.634,0.646,0.635,0.621,0.501,0.600,0.621,0.616
0.996,0.031,0.996,0.996,0.996,0.980,0.968,0.988,0.984,0.984
1.000,0.960,0.960,1.000,0.960,0.813,0.800,0.800,0.800,0.867
0.540,0.113,0.637,0.553,0.573,0.709,0.717,0.736,0.716,0.726
0.949,0.048,0.909,0.891,0.868,0.943,0.941,0.943,0.937,0.933
0.056,0.000,0.067,0.024,0.065,0.262,0.026,0.410,0.384,0.296
0.315,0.000,0.683,0.347,0.055,0.201,0.174,0.752,0.677,0.748
0.036,0.000,0.114,0.114,0.000,0.269,0.148,0.377,0.269,0.345
0.000,0.000,0.000,0.067,0.000,0.175,0.067,0.521,0.480,0.531
0.236,0.000,0.186,0.151,0.359,0.297,0.508,0.770,0.713,0.774
0.000,0.000,0.000,0.000,0.000,0.254,0.249,0.658,0.658,0.658
0.329,0.374,0.567,0.563,0.571,0.457,0.502,0.529,0.519,0.549
0.153,0.225,0.756,0.729,0.758,0.236,0.548,0.778,0.778,0.767
0.000,0.000,0.000,0.000,0.000,0.154,0.321,0.586,0.664,0.669
