0.791,0.727,0.812,0.823,0.818,0.770,0.781,0.869,0.863,0.853
0.852,0.500,0.904,0.920,0.911,0.822,0.770,0.851,0.810,0.835
0.500,0.611,0.544,0.619,0.642,0.561,0.477,0.665,0.643,0.640
0.500,0.500,0.551,0.537,0.560,0.549,0.446,0.686,0.681,0.627
0.500,0.583,0.607,0.636,0.563,0.547,0.448,0.588,0.657,0.583
0.584,0.500,0.591,0.650,0.603,0.939,0.746,0.889,0.884,0.893
0.750,0.500,0.894,0.706,0.832,0.994,0.679,0.944,0.994,0.994
0.679,0.500,0.614,0.643,0.520,0.945,0.770,0.995,0.945,0.940
0.657,0.500,0.763,0.776,0.769,0.701,0.684,0.705,0.701,0.705
0.478,0.493,0.583,0.603,0.571,0.634,0.574,0.574,0.583,0.581
0.500,0.565,0.567,0.544,0.534,0.604,0.551,0.672,0.632,0.682
0.494,0.567,0.839,0.829,0.874,0.508,0.435,0.515,0.512,0.477
0.594,0.600,0.790,0.793,0.752,0.938,0.729,0.888,0.949,0.949
0.876,0.500,0.926,0.879,0.912,0.876,0.878,0.878,0.895,0.903
0.843,0.552,0.810,0.828,0.815,0.823,0.795,0.804,0.815,0.823
0.745,0.849,0.745,0.760,0.759,0.722,0.689,0.810,0.796,0.853
0.790,0.748,0.932,0.904,0.909,0.762,0.692,0.714,0.697,0.695
0.722,0.500,0.725,0.727,0.723,0.713,0.653,0.706,0.708,0.707
0.996,0.508,0.996,0.996,0.996,0.991,0.994,0.992,0.996,0.996
1.000,0.996,0.996,0.946,0.996,0.984,0.900,0.900,0.946,0.946
0.772,0.533,0.767,0.765,0.799,0.881,0.830,0.835,0.874,0.829
0.960,0.513,0.919,0.915,0.907,0.962,0.958,0.955,0.965,0.959
0.513,0.500,0.534,0.503,0.526,0.549,0.472,0.605,0.529,0.604
0.602,0.500,0.547,0.509,0.562,0.560,0.486,0.900,0.856,0.851
0.508,0.500,0.539,0.538,0.538,0.573,0.513,0.604,0.631,0.645
0.500,0.500,0.500,0.500,0.507,0.499,0.501,0.775,0.775,0.777
0.570,0.500,0.530,0.560,0.550,0.598,0.697,0.869,0.897,0.886
0.500,0.500,0.500,0.500,0.500,0.667,0.644,0.773,0.773,0.773
0.585,0.609,0.690,0.703,0.688,0.518,0.656,0.665,0.660,0.661
0.542,0.575,0.911,0.897,0.908,0.597,0.729,0.905,0.889,0.903
0.500,0.500,0.500,0.500,0.500,0.829,0.930,0.956,0.956,0.933
